지점명,일시,전체포집량(개),모기포집량(개),기타포집량(개),평균기온,최고기온,최고기온시각,최저기온,최저기온시각,강수량,1시간최다강수량,1시간최다강수량시각,평균습도,최저습도
서울,2019/07/16,4659,4599,60,24.7,28.8,16:44,21.4,4:02,6.3,4.4,1:30,79,52
서울,2019/07/17,5177,5116,61,25.6,29.2,15:46,22.3,5:55,0.7,0.7,11:25,73.9,54
서울,2019/07/18,5227,5144,83,26.9,32.1,15:15,23.3,5:05,0,0,,65,41
서울,2019/07/19,5659,5566,93,28.6,35,14:50,22.8,5:46,0,0,,61.3,37
서울,2019/07/20,4431,4361,70,28,31.9,15:27,25.1,8:46,1.1,0.8,7:56,66.9,50
서울,2019/07/21,3713,3667,46,25.1,27,0:03,24.2,5:46,6.2,1.6,13:10,87.1,74
서울,2019/07/22,4500,4437,63,26.7,31,17:09,24.2,3:55,0.1,0.1,,74.6,54
서울,2019/07/23,4716,4675,41,28.1,32.9,16:13,24.4,1:58,0,0,,70.8,48
서울,2019/07/24,4480,4418,62,26.5,27.2,0:02,25.2,8:51,1,0.6,7:47,82.3,75
서울,2019/07/25,3065,3046,19,26.3,27.4,14:25,25.6,5:52,9.7,5.1,17:31,90.1,79
서울,2019/07/26,4060,4017,43,25.1,25.9,0:01,23.7,9:27,60,20.7,8:29,95.3,91
서울,2019/07/27,3602,3552,50,28.4,33.4,15:23,24.9,4:42,0.6,0.6,3:49,76.6,48
서울,2019/07/28,4204,4158,46,26.1,28.2,0:01,25,11:28,25.6,11.3,8:04,88.3,77
서울,2019/07/29,3548,3500,48,27.5,30,15:52,25.6,5:39,0.5,0.5,0:25,74.5,63
서울,2019/07/30,3136,3068,68,28.1,30.8,13:32,26.3,7:21,1.2,0.8,16:20,75.3,64
서울,2019/07/31,3469,3431,38,25.8,27.5,0:02,24,9:50,62.3,26.3,7:24,91.1,79
서울,2019/08/01,2929,2904,25,26.3,30.1,16:26,23.5,9:06,26.9,11.3,1:15,86.4,66
서울,2019/08/02,2562,2534,28,28.4,33.1,17:15,24.7,4:32,0,0,,74.6,48
서울,2019/08/03,2501,2482,19,29.4,36,14:11,25.6,5:36,3,3,15:40,69,39
서울,2019/08/04,2307,2281,26,28.3,34.4,14:42,25,5:44,8.6,8.3,16:50,75.9,48
서울,2019/08/05,2409,2378,31,30.5,35.9,15:30,25.6,5:28,0,0,,65.5,38
서울,2019/08/06,2311,2290,21,31.6,36.8,14:50,27.9,5:39,0,0,,51.4,31
서울,2019/08/07,2051,2028,23,26.9,30.3,18:01,23.9,7:56,8,2.3,6:40,78.1,51
서울,2019/08/08,1977,1958,19,28.9,32.7,15:04,25.9,6:02,0,0,,71.4,52
서울,2019/08/09,2049,2024,25,29.8,34.6,17:04,26,6:01,0,0,,69,46
서울,2019/08/10,2324,2283,41,31.5,36.5,14:50,26.6,5:45,0,0,,57.9,40
서울,2019/08/11,2380,2350,30,30.4,35.7,15:46,26.3,6:00,6.7,5.7,23:13,53.6,34
서울,2019/08/12,2139,2115,24,26.6,28.5,16:38,24.8,1:27,56.2,12.3,0:01,91.8,79
서울,2019/08/13,2021,2012,9,29.2,35.3,16:04,25.1,6:58,6.4,6.4,,76.9,43
서울,2019/08/14,2681,2646,35,30.4,35.7,13:45,25.9,5:49,0,0,,63.9,42
서울,2019/08/15,2107,2073,34,25.9,28.6,0:01,23.9,23:34,16.2,8.1,12:37,82,61
서울,2019/08/16,1607,1596,11,25.9,29.5,14:14,23,5:26,0.1,0.1,,74.5,59
서울,2019/08/17,2206,2183,23,25.9,28.8,15:39,23.4,23:57,0,0,,69.5,45
서울,2019/08/18,1949,1935,14,25.6,30.7,15:58,22.6,5:49,0,0,,66.5,37
서울,2019/08/19,2153,2134,19,26.3,31.3,15:32,21.2,5:52,0,0,,60.6,35
서울,2019/08/20,2532,2505,27,28.2,32.8,14:50,23.2,5:55,0,0,,56.3,39
서울,2019/08/21,2599,2565,34,27,30.4,11:59,24.4,6:33,1.3,0.5,17:50,67.3,49
서울,2019/08/22,2707,2679,28,26.9,31.4,13:55,23,4:44,0,0,,66.5,36
서울,2019/08/23,3335,3312,23,26.2,30.5,14:33,22.7,6:28,0,0,,58.4,28
서울,2019/08/24,3254,3226,28,24.1,27.3,15:04,21.5,4:33,0,0,,60.9,46
서울,2019/08/25,2494,2481,13,25,29.9,14:45,20.2,5:43,0,0,,66.6,43
서울,2019/08/26,2669,2651,18,26.4,32.1,15:37,21.5,6:19,0,0,,63.8,34
서울,2019/08/27,2852,2835,17,25.7,29.3,16:43,22.2,6:22,20,16.7,4:16,71.1,44
서울,2019/08/28,2638,2604,34,26.1,30.2,15:09,23.6,6:21,0,0,,66.2,37
서울,2019/08/29,2945,2911,34,23.4,26.4,16:35,20.1,11:13,36.9,29.4,10:27,77.1,54
서울,2019/08/30,2629,2591,38,22.6,27,14:27,19.5,5:28,0.2,0.2,,66.3,42
서울,2019/08/31,2580,2559,21,23.5,28.9,16:17,18.5,6:14,0,0,,65,38
서울,2019/09/01,2382,2352,30,23.7,27.8,15:38,19.2,6:02,0,0,,64,37
서울,2019/09/02,2521,2506,15,24.4,29.7,14:32,19.4,6:42,0,0,,56.6,34
서울,2019/09/03,2834,2742,92,24.1,28,15:04,22,6:32,0,0,,67.6,50
서울,2019/09/04,2599,2564,35,22.8,25.5,16:09,21.2,8:21,22.7,6.8,18:01,89,73
서울,2019/09/05,2919,2900,19,23,27.6,12:21,21.5,17:00,36.4,18.4,13:45,91.4,66
서울,2019/09/06,2931,2914,19,25.3,29.1,13:58,21.6,0:01,2.4,2.1,20:51,79.8,63
서울,2019/09/07,3178,3141,37,25.7,29.5,11:52,22.6,20:11,2.8,0.6,14:58,72.9,58
서울,2019/09/08,3052,3008,44,24.7,27.3,14:03,22.9,6:32,0,0,,76.9,62
서울,2019/09/09,3396,3361,35,25.1,28,12:25,22.4,6:05,0,0,,74.3,55
서울,2019/09/10,3350,3310,40,23.8,26.5,12:35,22.1,6:44,63.2,11,4:43,93.4,73
서울,2019/09/11,2814,2797,17,24.3,28.7,13:23,20.4,6:21,7.6,2.6,0:14,71.4,54
서울,2019/09/12,2609,2580,29,21,22.9,0:02,18.7,21:22,3.9,1.4,17:40,72.3,56
서울,2019/09/13,2536,2518,18,23.3,29.3,15:55,18.3,4:53,0.1,0.1,,60.4,34
서울,2019/09/14,3363,3337,26,22.4,24.1,11:38,20.8,23:53,0.3,0.3,13:58,80,61
서울,2019/09/15,2551,2530,21,24.2,30,16:36,19.5,6:38,0,0,,70.4,40
서울,2019/09/16,3621,3592,29,24.5,30.5,16:08,20.7,6:30,0,0,,53,28
서울,2019/09/17,3889,3865,24,23.5,29,15:49,18,6:11,0,0,,41.6,24
서울,2019/09/18,3094,3058,36,21,25.4,13:28,16,23:58,0,0,,46,27
서울,2019/09/19,2959,2935,24,19.5,26,15:54,13.6,4:45,0,0,,46.5,32
서울,2019/09/20,2550,2534,16,19.6,24.2,13:41,15.8,4:39,0,0,,52.8,39
서울,2019/09/21,2704,2677,27,19.6,22.1,12:42,18.3,5:30,0,0,,60.3,48
서울,2019/09/22,2210,2193,17,18.6,19.6,11:17,17.3,5:58,0.4,0.2,,63.4,54
서울,2019/09/23,2726,2704,22,20,24.6,16:55,16.9,6:36,0,0,,51.1,33
서울,2019/09/24,2306,2283,23,19.8,26.5,14:43,13.9,6:25,0,0,,61.3,31
서울,2019/09/25,2357,2344,13,20.9,27.4,14:33,14.8,6:17,0,0,,64.4,34
서울,2019/09/26,2410,2392,18,22.9,29,14:07,17.7,6:18,0,0,,59.3,31
서울,2019/09/27,2542,2521,21,22.9,27,14:21,19.6,6:09,0,0,,57.5,35
서울,2019/09/28,2411,2393,18,23.7,29.2,14:10,19.4,6:56,0,0,,58.9,35
서울,2019/09/29,2612,2592,20,22.6,28.6,15:02,17.9,6:23,0,0,,60.6,28
서울,2019/09/30,2647,2631,16,22.4,29.9,14:45,16.4,6:31,0,0,,61,29
서울,2019/10/01,2597,2569,28,23.1,28.2,15:36,17.6,6:22,0,0,,67.1,46
서울,2019/10/02,2510,2493,17,21.6,24.2,11:12,20,23:30,23.1,4.6,3:30,88,66
서울,2019/10/03,2470,2445,25,22.4,27.3,14:35,19.8,4:52,4.6,2,0:11,73.4,45
서울,2019/10/04,2521,2503,18,22.4,27.8,14:42,18,6:36,0,0,,71.5,50
서울,2019/10/05,3175,3150,25,18.7,21.9,14:39,14.7,23:58,0.6,0.5,7:02,72.6,59
서울,2019/10/06,2147,2136,11,18.1,22.7,14:44,13.2,6:04,0,0,,53.4,38
서울,2019/10/07,2491,2471,20,14.8,17.9,0:01,13.3,23:09,25.4,5.6,8:53,92,58
서울,2019/10/08,739,731,8,14.7,19.8,14:42,10.6,23:31,0,0,,58.8,26
서울,2019/10/09,850,847,3,13.6,20.4,14:41,7.7,7:04,0,0,,48.3,23
서울,2019/10/10,868,861,7,15.2,19.8,15:08,10.7,2:15,0,0,,60.9,39
서울,2019/10/11,1117,1111,6,18.8,26.1,15:48,13,6:59,0,0,,60,30
서울,2019/10/12,1890,1872,18,17.9,23.3,13:19,13.3,23:46,0,0,,49.3,34
서울,2019/10/13,1586,1573,13,17.2,23.8,15:17,12.1,4:13,0,0,,52.6,32
서울,2019/10/14,1141,1135,6,14.4,19.6,14:10,9.5,23:58,0,0,,56.9,33
서울,2019/10/15,623,609,14,14.5,20.4,13:55,8.8,1:55,0,0,,55.6,38
서울,2019/10/16,629,624,5,14.6,20.8,14:50,9,6:56,0,0,,58.3,32
서울,2019/10/17,877,874,3,15.4,21.6,15:32,11.2,6:00,0,0,,56,31
서울,2019/10/18,712,707,5,17,22.7,13:36,12,4:19,0,0,,58.3,43
서울,2019/10/19,1250,1244,6,17,23.1,15:46,12.1,7:10,0,0,,63.8,38
서울,2019/10/20,902,896,6,16.5,22.9,14:38,12,6:42,0,0,,70.3,38
서울,2019/10/21,906,901,5,17.1,24.6,14:43,10.9,6:37,0,0,,61,28
서울,2019/10/22,945,936,9,18.1,24.4,14:31,13.3,7:00,0,0,,56.1,35
서울,2019/10/23,1008,1004,4,17,20.7,14:14,14.3,6:49,0,0,,57.3,42
서울,2019/10/24,1126,1125,1,18.3,23.8,15:04,15.3,2:17,0,0,,47.6,33
서울,2019/10/25,1288,1276,12,16.7,22,12:28,13.1,23:57,0,0,,58,34
서울,2019/10/26,731,725,6,10,14.9,13:27,6.6,7:32,0,0,,60,39
서울,2019/10/27,182,181,1,11,17.4,15:15,4.7,7:29,0,0,,59,34
서울,2019/10/28,268,266,2,12.9,17.7,12:36,7.4,5:32,1.7,1.1,20:44,65.9,39
서울,2019/10/29,440,439,1,12.5,17.6,13:00,8.2,0:00,0.1,0.3,10:16,61,32
서울,2019/10/30,210,206,4,11.2,17.7,13:36,5,7:06,0,0,,60.3,37
서울,2019/10/31,185,185,0,14.8,19.7,14:30,8.4,6:44,0,0,,73.8,55
서울,2020/05/01,869,842,27,20.2,26.2,14:50,16.4,3:01,0,0,,73.6,54
서울,2020/05/02,882,861,21,20.3,23.9,15:00,18,3:28,0,0,,79.6,62
서울,2020/05/03,930,896,34,21.8,27.4,14:59,17,5:20,0,0,,68.8,46
서울,2020/05/04,1322,1304,19,20.2,25.3,13:58,14.8,23:59,0,0,,63.9,44
서울,2020/05/05,1119,1090,30,16,19.3,12:11,13.1,5:19,0,0,,67.9,54
서울,2020/05/06,915,902,13,19.4,27.6,15:46,11.1,5:46,0,0,,50,19
서울,2020/05/07,1396,1367,29,20.7,26.5,14:19,14.9,5:41,0,0,,32.5,20
서울,2020/05/08,1583,1552,31,19.9,27.3,14:23,14.3,23:57,2.3,1.6,22:03,32.8,11
서울,2020/05/09,859,831,28,14.2,16.8,16:23,12.7,3:38,24.4,4.7,9:48,94.4,76
서울,2020/05/10,807,785,22,14.4,16.6,14:05,12.8,1:38,1.3,0.7,2:30,88.6,78
서울,2020/05/11,1218,1176,42,16.5,22,14:14,12.4,23:58,3.4,3.8,23:23,61,27
서울,2020/05/12,1654,1625,29,14.3,18.9,15:27,10.5,5:16,0.7,0.7,0:01,69.4,47
서울,2020/05/13,1348,1328,20,16.1,21.8,14:20,10.2,6:07,0,0,,47.3,24
서울,2020/05/14,1678,1656,22,19.3,25.4,13:46,12.4,4:02,0,0,,35.4,20
서울,2020/05/15,1842,1813,29,16.1,20.2,4:26,14.1,10:52,12,2.1,8:38,81.4,34
서울,2020/05/16,1000,979,21,16.7,20.3,16:44,15,0:01,2.5,0.5,5:56,90.3,74
서울,2020/05/17,1460,1434,26,19.1,24.9,16:40,14.6,5:37,0,0,,80.1,58
서울,2020/05/18,1979,1952,27,19.1,26.8,14:29,13.2,22:02,29.8,19.8,15:53,79.4,46
서울,2020/05/19,1368,1338,30,13,17.1,16:05,10.1,23:55,19,9.6,9:49,73.6,52
서울,2020/05/20,1028,1010,18,14.4,20.1,14:27,9.2,2:13,0,0,,60.4,46
서울,2020/05/21,1563,1540,23,17.4,22.9,16:30,10.9,5:19,0,0,,56.1,40
서울,2020/05/22,1916,1890,26,18.5,22.7,15:41,14.8,5:41,0,0,,68.5,55
서울,2020/05/23,2005,1976,29,20.1,25,15:30,16.6,5:45,0,0,,66.1,44
서울,2020/05/24,2168,2141,27,17.1,20.2,14:15,14.3,23:19,14.5,9.9,5:44,84.8,70
서울,2020/05/25,1891,1874,17,16.6,21.3,15:13,13.7,23:57,0,0,,81,62
서울,2020/05/26,2227,2200,27,16.2,22.9,14:00,12.7,5:35,1.5,1.5,19:55,81.9,47
서울,2020/05/27,2147,2126,21,17.4,23.9,14:50,11.8,6:02,0,0,,68.5,31
서울,2020/05/28,2596,2571,25,18.7,23.4,16:05,14.2,5:29,0,0,,62.8,38
서울,2020/05/29,3057,3024,33,20.7,27.6,16:52,14.6,5:46,0,0,,65.6,38
서울,2020/05/30,3217,3183,34,22.6,30,16:01,16.5,5:30,0,0,,57.3,29
서울,2020/05/31,3088,3038,50,21.2,28,13:32,17.6,5:23,1,1,22:45,63,39
서울,2020/06/01,3332,3288,44,19.7,24.5,16:03,16.6,5:28,0.4,0.3,10:30,64.3,37
서울,2020/06/02,3651,3610,41,17.9,21.8,15:26,14.8,4:49,2,1.9,10:55,71,43
서울,2020/06/03,3136,3106,30,22,28.4,15:16,17.6,5:46,0,0,,73.3,47
서울,2020/06/04,3590,3568,22,21.9,26.5,14:01,19.7,23:58,0.2,0.1,,81.1,57
서울,2020/06/05,3808,3771,37,23,28.7,15:29,18.4,4:43,0,0,,69.4,45
서울,2020/06/06,4008,3982,26,24.6,30.9,15:43,19.2,5:41,0,0,,63.6,38
서울,2020/06/07,3602,3564,38,22.7,29.2,15:45,19.2,3:18,0,0,,69.4,44
서울,2020/06/08,3656,3621,35,25,32,15:29,19.8,1:01,0,0,,63.6,40
서울,2020/06/09,3294,3263,31,26.7,32.8,15:02,20.3,5:58,0,0,,51.6,34
서울,2020/06/10,3305,3266,39,25.8,32.1,13:56,22.5,5:48,6.2,2.9,20:19,63.8,41
서울,2020/06/11,3117,3087,30,26.1,31.6,16:20,21.7,5:11,0,0.1,,68.3,38
서울,2020/06/12,3687,3646,41,24.7,27.6,14:21,21.6,5:25,0,0,,68.6,49
서울,2020/06/13,3339,3297,42,26.9,33.5,15:13,20.6,5:41,0,0,,52.8,27
서울,2020/06/14,2867,2824,43,24,28.8,14:33,20.1,23:55,1.1,1.1,2:31,70.6,41
서울,2020/06/15,3134,3102,32,23,28.6,15:00,18.2,5:48,0,0,,62.3,31
서울,2020/06/16,3177,3148,29,24.4,30.7,15:27,20,3:57,0,0,,63,37
서울,2020/06/17,3024,2997,27,24.3,30.3,14:55,20.2,5:33,0,0,,58.6,37
서울,2020/06/18,3444,3417,27,23.4,27.3,15:51,20.3,5:41,0,0,,61.4,47
서울,2020/06/19,3246,3220,26,24.7,30,14:48,21.1,6:58,0.1,0.1,,61.4,45
서울,2020/06/20,3538,3476,62,24.9,29.7,12:54,20.7,5:03,0,0,,62.6,48
서울,2020/06/21,3087,3059,28,26.1,32.7,14:50,19.5,5:44,0,0,,59.5,39
서울,2020/06/22,2899,2865,34,28.6,35.4,15:09,21.7,5:22,0,0,,50.5,26
서울,2020/06/23,2425,2393,32,27.3,31,14:05,23.2,6:10,0,0,,53.5,42
서울,2020/06/24,2378,2355,23,22.3,26.3,0:01,19.9,12:50,37.6,8.5,11:05,83.5,55
서울,2020/06/25,1901,1888,13,21.6,23.4,15:27,20.1,23:31,13.3,3.5,1:20,91,79
서울,2020/06/26,2062,2035,27,21.8,25.7,15:29,19.2,3:38,2.1,0.9,#SPILL!,82.1,63
서울,2020/06/27,2952,2917,35,24.1,29.6,15:25,20.4,5:24,0,0,,70.4,52
서울,2020/06/28,2836,2800,36,25.2,30.1,15:07,21.5,5:54,0,0,,70.5,49
서울,2020/06/29,2848,2822,26,23.8,26.5,10:59,20.6,23:57,11.9,9.6,23:31,77,64
서울,2020/06/30,2213,2181,32,20.1,23.1,14:50,18.4,5:07,64.7,15.9,3:30,83,63
서울,2020/07/01,2372,2341,31,21.1,24.3,16:42,18.1,4:47,0,0,,79.3,67
서울,2020/07/02,2984,2898,86,24.2,29.8,16:35,20.4,1:14,0,0,,74.5,51
서울,2020/07/03,3016,2971,45,25.5,30.6,15:08,21.6,0:00,0.1,0.5,23:30,63.5,34
서울,2020/07/04,3365,3331,34,24.2,29.5,14:51,20.4,5:42,1.6,0.9,0:36,63.9,39
서울,2020/07/05,3294,3267,27,23.8,27.6,13:13,19.9,5:21,0,0,,68.6,52
서울,2020/07/06,3228,3183,45,25.6,30.9,16:05,21.8,5:54,0,0,,66.6,46
서울,2020/07/07,3351,3303,48,24.1,28.1,16:47,22.1,6:59,0,0,,75.5,59
서울,2020/07/08,3276,3235,41,25.5,30.4,16:02,21.3,5:36,0,0,,71.9,52
서울,2020/07/09,3746,3689,57,27.5,32.9,14:49,21.8,5:26,0,0,,64.6,38
서울,2020/07/10,3917,3893,24,24.5,27.7,0:01,22.7,23:44,2.2,1.9,8:00,75,60
서울,2020/07/11,3598,3578,20,25.8,30.2,14:06,22.2,4:32,0,0,,62.6,49
서울,2020/07/12,3854,3824,30,23.5,26,12:35,21.7,23:19,2.9,0.9,16:44,71.9,58
서울,2020/07/13,3068,3036,32,18.7,21.7,0:01,17.7,6:15,47.6,6.2,22:15,94.8,86
서울,2020/07/14,2593,2574,19,20.3,24.3,15:33,17.2,4:16,11.5,5.9,#SPILL!,79.4,62
서울,2020/07/15,3271,3240,31,23.4,28.7,17:03,18.9,5:47,0,0,,63.1,40
서울,2020/07/16,3825,3795,30,25,29.7,15:14,20.4,4:54,0,0,,70.9,55
서울,2020/07/17,3928,3847,81,26,31.6,14:33,21.5,5:44,0,0,,72,52
서울,2020/07/18,3259,3225,34,26.1,31,15:39,22.8,5:29,0,0,,71.6,54
서울,2020/07/19,3660,3634,26,24,26.6,22:01,20.6,9:04,29.1,19.3,8:20,81.6,62
서울,2020/07/20,3612,3589,23,23.8,26.6,2:12,22.4,22:17,3.6,1.3,2:31,86.3,77
서울,2020/07/21,3873,3851,22,25,30.5,15:33,21.4,6:11,0,0,,77,51
서울,2020/07/22,3663,3628,35,23.7,25.7,15:01,22.6,22:22,11.5,6.2,7:58,89.3,81
서울,2020/07/23,3582,3540,42,21.1,22.6,0:01,18.5,23:19,103.1,18.5,17:17,95.5,89
서울,2020/07/24,2105,2089,16,22.5,26.8,16:25,18.7,0:01,2.9,2.3,8:55,74.3,61
서울,2020/07/25,3057,3035,22,24.3,29,15:55,22.3,2:35,0,0,,69.3,56
서울,2020/07/26,2702,2663,39,25.4,29.6,16:14,21.6,5:49,0,0,,69.3,56
서울,2020/07/27,3242,3221,21,24.3,25.5,15:40,22.9,6:11,2.2,0.6,3:06,86.4,80
서울,2020/07/28,2676,2646,30,24.4,26.4,14:47,22.7,5:48,0.4,0.3,16:14,84.8,71
서울,2020/07/29,2918,2884,34,23.7,24.9,17:46,22.6,9:25,50.1,27.1,9:02,95.8,89
서울,2020/07/30,2163,2143,20,25.3,28.4,14:39,23.4,23:24,0.1,0.1,,85.5,68
서울,2020/07/31,3082,3043,39,26.2,29.6,13:19,22.8,6:35,1.5,1.2,23:05,81.9,69
서울,2020/08/01,3229,3187,42,25.3,26.9,11:13,24.3,5:46,39.1,23.6,12:22,90.9,82
서울,2020/08/02,3227,3183,44,24.9,26.4,15:01,23.5,18:55,31.4,13.8,15:33,96.3,90
서울,2020/08/03,2426,2401,25,25,26.3,1:42,23.9,20:02,102.6,28.5,8:36,96.3,89
서울,2020/08/04,1929,1902,28,27,29.4,15:20,25,0:01,3.9,1.8,6:36,89.3,77
서울,2020/08/05,2322,2302,20,26.5,29.1,16:30,25.5,23:46,18.5,14.4,23:25,92.1,81
서울,2020/08/06,2399,2378,21,24.1,26,16:44,22.9,23:57,75.7,19.9,4:15,92.8,83
서울,2020/08/07,2124,2101,23,24.3,26.1,15:36,22.6,6:28,0,0,,85.3,71
서울,2020/08/08,2251,2233,18,24.2,26.1,16:28,22.7,4:32,19.1,5.9,20:26,89.5,77
서울,2020/08/09,2266,2236,30,24.9,25.8,23:30,23.7,0:01,50.3,13.9,13:37,95.4,89
서울,2020/08/10,2155,2122,33,26.5,29.5,13:31,24.7,23:57,44.6,28.6,15:56,91.6,78
서울,2020/08/11,1920,1907,13,24.6,27.3,13:33,22.4,5:36,97,23.6,4:35,92.5,79
서울,2020/08/12,2071,2052,19,27.2,31.3,14:05,23.5,4:31,0,0,,83.9,68
서울,2020/08/13,2562,2533,29,28,30.3,15:57,26.3,5:06,0,0,,82.4,74
서울,2020/08/14,2331,2293,38,27.1,28,11:47,26.5,8:22,0.4,0.4,7:50,86.1,81
서울,2020/08/15,2741,2721,20,26.1,27,17:45,25,7:29,69,23.7,5:52,96,92
서울,2020/08/16,2429,2389,40,27.4,30.8,14:41,25.3,5:33,0,0,,82.6,66
서울,2020/08/17,3518,3488,30,28.2,32.2,16:02,26.1,4:59,0,0,,77.9,61
서울,2020/08/18,3258,3211,47,27.5,31.9,15:43,24,6:22,0,0,,76.3,56
서울,2020/08/19,3048,3011,37,27.1,31.4,15:48,23.6,5:14,0,0,,76.8,61
서울,2020/08/20,3284,3247,37,27.7,31.7,13:10,25,3:01,0,0,,76,58
서울,2020/08/21,3117,3098,19,26.6,29.2,16:30,25.2,5:43,2.5,2.1,11:59,83.1,75
서울,2020/08/22,2882,2843,39,24.3,27.6,12:07,21.7,23:42,42.6,23,12:11,87.4,78
서울,2020/08/23,2241,2198,43,25.3,29.9,15:55,21.5,0:45,0,0,,78.4,59
서울,2020/08/24,3321,3287,34,27.8,32,15:21,23.7,5:54,0,0,,71.6,54
서울,2020/08/25,3405,3361,44,29.9,34.5,14:52,26,6:18,0,0,,69.5,49
서울,2020/08/26,3175,3138,37,30.2,34.5,15:53,27,5:52,0.6,0.6,22:25,68.3,53
서울,2020/08/27,2281,2250,31,27.1,28.6,16:11,25.6,7:36,8.7,4.2,6:32,84.6,70
서울,2020/08/28,2814,2781,33,27.3,29.7,12:28,26,5:51,13.6,6.7,5:23,89.1,77
서울,2020/08/29,2890,2869,21,26.8,29,16:12,25.5,5:58,13.6,6.5,10:52,90.1,77
서울,2020/08/30,2794,2784,10,26.8,30.6,14:23,24.4,23:48,42.5,32.5,1:44,88.8,74
서울,2020/08/31,2946,2930,16,26.4,30,16:10,23.8,1:07,0,0,,77.9,67
서울,2020/09/01,3059,3036,23,26.6,29.5,14:59,23.8,6:30,0,0,,72.4,62
서울,2020/09/02,3532,3515,17,24.3,26.4,0:02,22.6,23:46,33.3,20,17:36,91.3,79
서울,2020/09/03,2941,2903,38,22.7,25.6,14:20,20,7:41,29.8,5.1,2:20,82,63
서울,2020/09/04,3653,3628,25,23.3,27.5,15:41,19.9,3:25,0,0,,63.9,39
서울,2020/09/05,3747,3703,44,23.3,27.3,15:29,19.2,6:15,0,0,,66.6,53
서울,2020/09/06,3626,3600,26,21.7,24.4,14:49,19.5,22:52,6.4,4.1,22:40,80,62
서울,2020/09/07,2482,2471,11,19.2,20.6,23:52,17.5,7:51,61,8.4,19:33,93.5,84
서울,2020/09/08,2711,2678,33,23.4,26.5,14:19,20.6,0:01,0,0,,71.5,50
서울,2020/09/09,3568,3532,36,21.1,25.3,12:58,19,14:24,1.3,1.1,13:31,83.4,65
서울,2020/09/10,2187,2160,27,22.8,27,15:37,18.8,6:23,3.9,3.5,4:31,75.8,49
서울,2020/09/11,2898,2864,34,22.4,27.1,12:19,19.2,23:57,1.2,1.4,23:30,72.6,47
서울,2020/09/12,3031,3002,29,20.2,23.2,15:41,18.1,2:32,5.7,1.8,1:21,83.8,74
서울,2020/09/13,2636,2611,25,21.5,26.6,15:42,16.7,6:18,0,0,,70.4,52
서울,2020/09/14,3215,3176,39,21.3,24.9,12:36,17.6,6:22,0,0,,79.3,62
서울,2020/09/15,3304,3269,35,23,27.7,14:29,18.9,6:27,0,0,,76.4,50
서울,2020/09/16,3987,3946,41,22.5,24.9,12:48,21.3,23:27,0.3,0.2,,79.9,70
서울,2020/09/17,3568,3544,24,21.3,23.6,15:23,20.1,23:33,0,0,,70.3,47
서울,2020/09/18,4161,4127,34,21.5,25.8,14:44,18.1,7:05,0,0,,62,35
서울,2020/09/19,3751,3715,36,21.2,26.2,14:36,17.6,0:00,0.3,0.2,,59.3,27
서울,2020/09/20,3861,3815,46,19.7,24.9,15:10,15.6,6:30,0,0,,57.6,33
서울,2020/09/21,3017,2983,34,19.1,25.3,14:49,13.6,6:09,0,0,,56.1,33
서울,2020/09/22,2538,2507,31,20.2,25.6,14:54,15.5,6:18,0,0,,55.3,35
서울,2020/09/23,3177,3142,35,19.2,23.8,13:59,15.2,5:21,0,0,,59.9,50
서울,2020/09/24,3212,3189,23,20.6,25.4,13:40,16.8,6:06,0,0,,59.6,49
서울,2020/09/25,3396,3366,30,20.1,25.4,14:33,16.6,4:26,0,0,,64.1,49
서울,2020/09/26,3062,3048,14,19.3,24.8,14:58,14.8,5:37,0,0,,62.5,45
서울,2020/09/27,3109,3088,21,20.4,25.8,13:40,14.9,6:40,0,0,,63.3,43
서울,2020/09/28,2913,2884,29,20.7,26.5,14:51,15.7,5:28,0,0,,66,40
서울,2020/09/29,2951,2921,30,19.6,23.9,16:23,15.3,6:26,0,0,,67.6,43
서울,2020/09/30,2785,2747,38,19.6,25.7,13:58,16.2,6:47,38.3,34,18:24,78,48
서울,2020/10/01,2409,2381,28,18.8,23.6,14:45,15.6,6:20,0,0,,74.9,58
서울,2020/10/02,2999,2972,27,19.2,21.9,11:30,16.3,3:53,0,0,,79.6,63
서울,2020/10/03,2512,2479,33,19.9,23.2,12:30,18.3,23:38,0,0,,72.5,46
서울,2020/10/04,3277,3240,37,16.6,21.8,13:30,10.6,23:50,0,0,,65.1,42
서울,2020/10/05,2059,2031,28,13.3,18.4,15:55,8.5,5:37,0,0,,57.3,40
서울,2020/10/06,1522,1507,15,14.2,19.7,15:29,9.3,6:27,0,0,,55.9,34
서울,2020/10/07,1702,1668,34,16,22,15:58,9.9,7:05,0,0,,48.9,24
서울,2020/10/08,1790,1766,24,17.2,23.1,15:11,12.1,6:21,0,0,,53,35
서울,2020/10/09,2357,2326,31,17.2,23.3,15:08,12.4,5:27,0,0,,53.4,42
서울,2020/10/10,2602,2573,29,16.9,21.5,13:44,12.3,5:43,0,0,,60.1,41
서울,2020/10/11,2320,2291,29,16.9,20.8,11:55,12.7,6:34,0,0,,68.5,52
서울,2020/10/12,1539,1526,13,16.2,21.3,14:11,12.1,23:56,0,0,,68.6,48
서울,2020/10/13,1857,1834,23,13.6,18.4,14:59,8.6,6:27,0,0,,52.3,30
서울,2020/10/14,1051,1043,8,12.8,18,13:27,8.5,0:00,0,0,,47,20
